3,1,juan,/help,2025-11-14 08:14:57.569000Z
1155,1,miguel,hola,2025-11-17 21:03:20.395000Z
1219,1,miguel,pqueño,2025-11-17 21:03:26.086000Z
1283,1,miguel,niño,2025-11-17 21:03:29.926000Z
